"id","Name","Vorname","Titel","Beruf","geb_am","geb_in","ges_am","ges_in","f_id","k_id"
"1","Ach","Manfred","","Oberregierungsrat a.D.","1940-09-14","Ansbach/Mittelfranken","null","","1","1"
"2","Ackermann","Renate","","Heilerziehungspflegerin","1952-04-26","Ansbach","null","","2","2"
"3","Adametz","Rudolf","","kaufm.Angestellter","1923-03-26","Mährisch-Ostrau","1983-08-19","Kirchseeon","3","3"
"4","Adelberger","Alfons","","Realschulkonrektor","1925-04-30","Obernburg/Main","2000-06-04","","4","4"
"5","Adelmann","Kurt","","Werkzeugmacher, Gewerkschaftsangestellter","1930-10-05","Nürnberg","1978-11-08","Lauf a.d.Pegnitz","5","2"
"6","Adelt","Klaus","","Bürgermeister a.D.","1956-10-19","Hof","null","","6","1"
"7","Aigner","Ilse","","Staatsministerin","1964-12-07","Feldkirchen-Westerham","null","","6","1"
"8","Aiwanger","Hubert","","Agraringenieur (FH), Landwirt","1971-01-26","Ergoldsbach","null","","6","1"
"9","Albert","Martin","","Schlosser, Redakteur","1909-01-05","Neumarkt i.d.Opf.","1991-11-10","Kempten","7","3"
"10","Albrecht","Heinrich","","Schlosser, Gewerkschaftsangestellter","1918-05-15","München","1978-12-01","München","5","3"
"11","Allwein","Max","","Notar","1904-12-18","München","1977-11-20","Bad Tölz","3","3"
"12","Altenhöfer","Ludwig","","Bezirksgeschäftsführer und Publizist","1921-12-08","Würzburg","1974-12-26","Würzburg","8","1"
"13","Ammann","Erwin","","Fernmeldehandwerker, Landrat","1916-10-22","Würzburg","2000-12-27","Würzburg","3","3"
"14","Anetseder","Johann","","Bauer","1898-10-07","Aichet (Thyrnau)","1948-12-12","Kellberg (Thyrnau)","3","3"
"15","Ankermüller","Willi","Dr.","Rechtsanwalt, Staatsminister a.D.","1901-03-18","Neustadt a.d.Saale","1986-07-07","Großhesselohe (Pullach i.Isartal)","3","3"
"16","Appelt","Dieter E.","","Stahlformenbauer","1947-11-26","Fürth","null","","8","2"
"17","Arnold","Friedrich","Dr.","Oberstudiendirektor","1912-05-17","Marienbad","1969-07-29","Amberg","8","1"
"18","Arnold","Horst","","Richter am Amtsgericht a.D., Rechtsanwalt","1962-04-08","Aschaffenburg","null","","9","1"
"19","Asenbeck","Nikolaus","","Landwirt","1930-05-25","Zangberg","null","","10","1"
"20","Auer","Arthur","","BRK-Geschäftsführer","1932-02-26","Tettenweis,Krs.Griesbach,jetzt Passau","null","","8","1"
"21","Aures","Inge","","Dipl.-Ingenieurin (FH); M.A. Architektin Dipl.Ing. FH, Oberbürgermeisterin a.D.","1956-07-10","Presseck","null","","7","2"
"22","Babel","Günther","","stellvertr. Schulleiter","1952-09-26","Wassertrüdingen","null","","11","2"
"23","Bachhuber","Martin","","Verwaltungswirt","1955-10-14","Benediktbeuern","null","","12","1"
"24","Bachmann","Georg","","Landwirt","1885-12-06","Westheim","1971-10-24","Westheim","3","5"
"25","Bachmann","Rudolf","","Landwirt","1925-08-10","Westheim,Lkr.Gunzenhausen","1998-03-27","Westheim,Lkr.Gunzenhausen","3","5"
"26","Bachmann","Walter","","Versicherungskaufmann","1923-11-08","Haida,Kr.Böhmisch Leipa,Sudetenland","2002-04-19","Regensburg","5","1"
"27","Bachmann","Wilhelm","","Landwirt, Bürgermeister","1895-10-19","Westheim","1969-07-03","Röckingen","3","5"
"28","Balk","Margarete","","Wirtschaftslehrerin","1896-02-04","Gemünden/Main","1974-07-10","Würzburg","3","4"
"29","Bantele","Georg","","Lehrer; Oberst a.D.; Bürgermeister a.D.","1893-09-23","Frankenhofen (Kaltental)","1961-12-15","Bayreuth","3","3"
"30","Barfuß","Georg","Prof. Dr.","Professor","1944-06-10","Lauingen","null","","2","1"
"31","Bauer","Georg","","Journalist","1917-10-20","Prag","2003-02-04","Bürgstadt","5","3"
"32","Bauer","Hannsheinz","","Angestellter im Rechtsreferat, Kaufmann","1909-03-28","Wunsiedel","2005-07-18","Würzburg","7","3"
"33","Bauer","Josef","","Amtsgerichtsrat a.D.; Landrat a.D., Staatssekretär a.D.","1912-03-15","Regensburg","1978-04-09","Kelheim","3","3"
"34","Bauer","Peter","","Prof. (Univ. Lima) Dr.  Zahnmediziner und Naturwissenschaftler","1949-03-10","Schönwald/Oberfranken","null","","13","1"
"35","Bauer","Volker","","Elektromeister, Geschäftsführer","1971-03-24","Roth","null","","8","2"
"36","Bauer","Walter, Alois","","Gymnasialprofessor","1924-09-01","München","2014-01-14","","4","1"
"37","Bauereisen","Friedrich","","Landwirt und Bürgermeister","1927-02-19","Ehingen am Hesselberg","2006-10-22","Ehingen am Hesselberg","8","5"
"117","Bäuerlein","Marita","","Fachlehrerin","1944-08-13","Würzburg","null","","3","1"
"38","Bauerreiß","Hans","","Bäckermeister","1908-03-28","","1975-07-05","","3","3"
"39","Baumann","Dorle","Dr.","Lebensmittelchemikerin","1947-09-13","Freiberg","null","","5","null"
"40","Baumann","Georg","","Fabrikant","1878-03-15","Amberg","1968-03-04","Amberg","3","3"
"41","Baumann","Wilhelm","","Dipl.Finanzwirt (FH)","1925-12-22","Schweinfurt","2015-02-16","","8","1"
"42","Baumeister","Leonhard","","Landwirt","1904-10-25","Steinekirch (Zusmarshausen)","1972-08-19","Steinekirch (Zusmarshausen)","3","3"
"118","Bäumer","Hartmut","","Richter am Arbeitsgericht","1948-05-10","Siegen/Westfalen","null","","8","2"
"43","Baumgartner","Josef","","Bau-Ingenieur","1923-12-22","Schwabhausen","2010-08-05","","3","3"
"44","Baumgartner","Joseph","Prof. Dr.","Dipl.-Volkswirt, Staatsminister a.D.","1904-11-16","Sulzemoos","1964-01-21","München","3","3"
"45","Baumgärtner","Jürgen","","Berufsoffizier","1973-04-24","Kronach","null","","null","1"
"46","Baur","Anton","","Kunstmaler","1899-08-16","München","1956-08-26","Burgau","3","3"
"47","Baur","Leonhard","","Landwirt","1896-07-23","Untermedlingen (Medlingen)","1972-07-08","Untermedlingen (Medlingen)","7","3"
"48","Baur","Valentin","","Direktor des Wohnungsamtes Augsburg","1891-12-19","","1971-06-25","","3","3"
"49","Bausback","Winfried","Prof. Dr.","Staatsminister","1965-10-22","Aschaffenburg","null","","8","1"
"50","Bause","Margarete","","Diplom-Soziologin","1959-01-19","Wertheim a. M.","null","","14","3"
"51","Bayer","Karl","","Forstmeister","1925-02-17","Karbach (Steigerwald)","1995-06-16","Grafenau","4","3"
"52","Bayerl","Alfons","Dr. jur.","Landessozialgerichtsrat","1923-12-27","Haid/Sudetenland","2009-03-20","München","4","3"
"53","Bayerstorfer","Martin","","Staatl.geprüfter Landwirt","1966-05-28","Landshut-Achdorf","null","","6","1"
"54","Becher","Walter","Dr.","Volkswirt, Vertriebenenpolitiker","1912-10-01","Karlsbad, Sudetenland","2005-08-25","Pullach b.München","3","3"
"55","Beck","Adolf","","Bezirksgeschäftsführer a. D.","1938-01-16","Neumarkt/Opf.","2009-05-15","Regensburg","9","1"
"56","Beck","Heinz","","Ministerialreferent","1914-09-10","Leipzig","1975-05-10","Genf","3","3"
"57","Beckstein","Günther","Dr.","Ministerpräsident a.D.","1943-11-23","Hersbruck","null","","9","2"
"58","Behringer","Wilhelm","","Export-Kaufmann","1893-10-16","Röthenbach a.d.Pegnitz","1968-06-08","Nürnberg","3","3"
"59","Behrisch","Erich Arno","","Schriftsetzer","1913-06-06","Dresden","1989-09-16","Hof","3","3"
"60","Beier","Franz","","Steuerberater","1898-09-24","Bladen, Oberschlesien","1957-03-26","Augsburg","3","3"
"61","Beißwenger","Eric","","Bankkaufmann, Landwirt","1972-07-26","Edingen","null","","8","2"
"62","Benner","Otto","","Versandleiter","1929-04-28","Furth i.Wald","2011-11-29","Bamberg","5","1"
"63","Berg","Irmlind","","Rechtsanwalts- und Notariatsgehilfin","1941-02-09","Bad Grund","null","","8","null"
"64","Berger","Ludwig","","Schneidermeister, Landrat","1900-05-29","Abensberg","1971-03-01","Abensberg","3","3"
"65","Berger","Rupert","","Verwaltungsbeamter, Oberbürgermeister a.D.","1896-02-10","Traunstein","1958-02-09","Traunstein","3","3"
"66","Berghofer-Weichner","Mathilde","Dr.","Erste Staatsanwältin in München, Staatsministerin a.D.","1931-01-23","München","2008-05-28","Stockdorf","15","1"
"67","Bernhard","Otmar","Dr.","Staatsminister a.D.","1946-10-06","München","null","","7","1"
"68","Bertermann","Otto","Dr.","Arzt","1946-02-10","Warburg","null","","8","2"
"69","Beyer","Thomas","Dr.","Rechtsanwalt","1963-09-06","Fürth","null","","7","5"
"70","Bezold","Georg","","Metallarbeiter, Bürgermeister","1899-05-17","Götzendorf (Eggolsheim)","1962-11-22","Königsberg i.Bay.","3","3"
"71","Bezold","Otto","","Jurist, Staatsminister a.D.","1899-05-27","Würzburg","1984-11-14","München","3","3"
"72","Bickleder","Karl","","Landwirt, Landrat","1888-10-21","Mausham (Bayerbach b.Ergoldsbach)","1958-02-04","Straubing","3","1"
"73","Biebl","Elisabeth","Dr.","Oberpostdirektorin a.D.","1928-10-08","München","null","","3","1"
"74","Biechl","Annemarie","","Hauswirtschaftsmeisterin, Bäuerin","1949-02-06","Gundelsberg","null","","9","1"
"75","Biedefeld","Susann","","Journalistin","1964-11-02","Kulmbach","null","","7","null"
"76","Bielmeier","Anton","","Brauereibesitzer, Landwirt","1901-09-01","Viechtach","1958-01-06","Viechtach","3","3"
"77","Billinger","Stephan","Dr.","Volkswirt; Steuerberater;Oberbürgermeister","1897-02-02","Oberhaselbach","1966-06-30","Passau","3","3"
"78","Binder","Max","","Geschäftsführer d. Raiffeisenkasse;Landrat und Bürgermeister","1911-08-22","Kirchberg i.W.","2010-01-28","Kirchberg i.W.","9","3"
"79","Binder","Michael","","Oberingenieur","1920-07-29","Tüßling/Obb","2002-03-03","","5","3"
"80","Bitom","Ewald","","Kommunalbeamter","1896-10-05","Kattowitz, Oberschlesien","1966-01-09","Passau","3","3"
"81","Bittinger","Dionys","","Angestellter","1894-10-09","Schwabmünchen","1954-08-10","Schwabmünchen","3","3"
"82","Bittl","Xaver","Dr.","Leit.Landwirtschaftsdirektor a.D.","1943-01-06","Sappenfeld","null","","9","3"
"83","Blasy","Adalbert Peter","Dr.","Rechtsanwalt und Steuerberater","1912-02-16","Würzburg","1988-10-12","Aschaffenburg","8","3"
"85","Blöchl","Josef","","Landwirt","1938-09-01","Kreuzberg","2006-06-01","Freyung (Kreuzberg)","4","1"
"84","Blume","Markus","","Unternehmer","1975-02-14","München","null","","8","2"
"86","Bock","Gisela","","Diplomchemikerin","1941-05-27","","null","","8","3"
"87","Bocklet","Reinhold","","I. Vizepräsident des Bayerischen Landtags","1943-04-05","Schongau/Lech","null","","14","1"
"119","Böddrich","Jürgen","Dr.","Oberstudiendirektor","1933-10-31","Berlin","null","","5","3"
"88","Bodesheim","Ernst","","Ingenieur und Kaufmann","1890-03-21","Schmalkalden, Thüringen","1966-09-28","Augsburg","3","3"
"120","Böhm","Edmund","","Amtmann a.D.","1898-02-25","Mankendorf/OS","1965-03-29","Feldkirchen","9","3"
"121","Böhm","Fritz","","Kaufm. Angestellter","1920-02-22","Jägerndorf/Sudetenland","2013-01-10","","3","3"
"122","Böhm","Johann","","Landtagspräsident a.D.","1937-10-18","Daßnitz (Egerland)","null","","9","1"
"123","Börner","Alfred","","Bundesbahn-Hauptsekretär","1926-03-20","Hof","2009-07-29","Hof","5","2"
"89","Bothner","Max","","Polizeirat","1909-07-01","Aschaffenburg","1981-01-04","","8","3"
"124","Bötsch","Wolfgang","Dr.","Oberregierungsrat a.D.","1938-09-08","Bad Kreuznach","null","","8","1"
"90","Boutter","Rainer","","Schreinermeister","1946-04-14","Würzburg","null","","8","2"
"91","Brandl","Max","","Volksschullehrer a.D.","1935-02-03","Kötzting-Ramsried","null","","9","3"
"92","Brandner","Johann","","Betonfacharbeiter, Fuhrunternehmer, Landrat","1902-08-27","Auerbach (Waldkirchen)","1991-06-21","Waldkirchen","3","3"
"93","Brandner","Walter","","Exportkaufmann; wissenschaftlicher Angestellter","1920-07-22","Schönbach b.Eger","1998-11-11","Andechs","7","3"
"94","Brannekämper","Robert","","Diplom Ingenieur","1965-10-15","München","null","","6","1"
"95","Braun","Alfons","","Polizeihauptkommissar a.D.","1940-12-10","Marxheim,Lkrs. Donau-Ries","null","","8","1"
"96","Braun","Alois","","Diplomverwaltungswirt (FH)","1960-10-01","Ingolstadt","null","","8","3"
"97","Braun","Josef","","Landwirt, Bürgermeister a.D.","1892-03-11","Meierhof (Stubenberg)","1971-04-06","Roßbach (Stubenberg)","3","1"
"98","Braun","Peter","Dr. jur.","Staatsanwalt; Richter am Landgericht a.D.","1941-09-09","Singen (Hohentwiel)","null","","4","4"
"99","Breitner","Peter","","Landwirt","1919-04-13","Niederlauterbach,Lkrs.Pfaffenhofen a.d.Ilm","1974-12-27","Niederlauterbach","9","3"
"100","Breitrainer","Konrad","","Malergeselle,Oberstudienrat a.D.","1933-05-03","Pfaffenbichl,Gem.Söllhuben","null","","2","4"
"101","Breitschwert","Klaus Dieter","","Kfz-Betriebswirt","1943-04-21","Ansbach (Bayern)","null","","null","2"
"102","Brendel-Fischer","Gudrun","","Fachlehrerin/Seminarleiterin","1959-06-17","Bayreuth","null","","1","null"
"103","Brentano","Karl","Dr.","prakt.Arzt","1913-04-26","München","2005-12-26","München","3","3"
"104","Brosch","Franz","","Rechtsanwalt, Diplom-Kaufmann, Diplom-Betriebswirt","1949-12-10","Iphofen","null","","9","1"
"110","Brückner","Helmut","","Hauptschullehrer","1944-10-11","Bayreuth","null","","8","3"
"111","Brückner","Michael","","Gärtnermeister","1965-03-21","Nürnberg","null","","9","2"
"105","Brumberger","Josef","","Landwirt","1890-05-27","Leibelbach (Herrieden)","1971-08-31","Leibelbach (Herrieden)","4","3"
"106","Brunner","Adalbert","","Gymnasialprofessor","1921-09-20","München","2013-01-16","","9","3"
"107","Brunner","Georg","","Bauer","1901-07-02","Unterschönbach","1972-08-31","Oberschönbach","3","4"
"108","Brunner","Helmut","","Staatsminister","1954-09-14","Kötzting","null","","8","1"
"109","Brunner","Michael","","Müller; Samen- und Futtermittelhändler","1892-10-17","Adlstein (Neumarkt-Sankt Veit)","1952-05-09","Fürth","7","3"
"112","Buchauer","Wilhelm","","Angestellter","1915-01-21","Fürstenfeldbruck","1990-01-05","Fürstenfeldbruck","3","3"
"125","Bühner","Eustach","Dr.","prakt.Arzt","1885-12-22","Waldberg (Sandberg)","1949-06-28","Waldberg (Sandberg)","3","3"
"113","Bulfon","Annette","Dr.","Apothekerin","1966-05-12","Heidelberg","null","","4","2"
"114","Bundschuh","Waltraud","","Land- und Hauswirtschaftsrätin","1928-03-07","Würzburg","2014-07-22","","3","3"
"115","Bungartz","Everhard","Dr.","Fabrikant","1900-12-05","Köln","1984-01-19","München","3","3"
"116","Burkei","Ria","","Abteilungsleiterin","1935-01-28","München","2010-08-11","München","7","3"
"126","Celina","Kerstin","","Personalberaterin","1968-05-29","Würzburg","null","","8","2"
"127","Centmayer","Hans","","Landwirt (Gutspächter)","1903-12-21","Obermaxfeld (Königsmoos)","1991-10-14","Rothenburg o.d.T.","3","3"
"128","Christ","Manfred","","Technischer Kaufmann (ehemals selbstständig)","1940-02-18","Aschaffenburg","null","","16","1"
"129","Coqui","Helmuth","","Dipl.-Ingenieur","1935-10-16","München","null","","9","3"
"130","Cremer","Friedrich","Dr.","Arzt","1920-02-16","Düsseldorf","2010-09-22","Triefenstein","9","3"
"131","Dandorfer","Wolfgang","","Lehrer","1949-06-05","Vilseck/Opf.","null","","9","3"
"132","Dasch","Valentin","","Angestellter","1930-05-01","Irl,Lkr. Mühldorf/Inn","1981-08-02","Zangberg,Lkr.Mühldorf/Inn","7","4"
"133","Daum","Rudi","","Dipl.Verwaltungswirt (FH);Regierungs-Amtsrat a.D.","1925-01-07","Pressig","null","","8","3"
"134","Daxenberger","Sepp","","Bauer, Schmied","1962-04-10","Waging a.See","2010-08-18","Traunstein","9","1"
"135","Dechant","Thomas","","Geschäftsführer","1968-03-10","München","null","","17","1"
"136","Deffner","Jakob","","Verwaltungsangestellter, DGB-Landesvorsitzender","1929-12-08","Penzberg/Obb","null","","5","3"
"137","Degen","Anton","","Verw.-Amtmann","1920-06-09","Bütthard Lkr.Ochsenfurt","1978-11-28","Kleinwallstadt","3","3"
"138","Dehler","Klaus","Dr.","Arzt","1926-09-15","Erlangen","2005-08-01","Feldafing","3","3"
"139","Dehler","Thomas","Dr. jur.","Rechtsanwalt; OLG-Präsident","1897-12-14","Lichtenfels","1967-07-21","Streitberg (Wiesenttal)","3","3"
"140","Dehner","Gundolf","Dr.","Tierarzt","1928-11-13","Hamburg","1984-09-16","Heilsbronn","4","3"
"141","Deimer","Josef","","Bauingenieur","1936-05-29","Landshut","null","","3","3"
"142","Deininger","Gottfried","","Abteilungsleiter","1898-09-11","Bad Wörishofen","1968-08-20","Augsburg","3","3"
"143","Deininger","Leonhard","","Journalist, Landrat","1910-11-11","Regensburg","2002-09-17","Tegernheim","3","1"
"144","Deku","Maria","","Regierungsreferentin","1901-03-18","Düsseldorf","1983-04-19","Saarbrücken","7","4"
"145","Demeter","Hans","","Kaufmann","1905-12-27","München","1993-05-12","München","3","3"
"146","Deml","Marianne","","Staatssekretärin a.D.","1949-03-08","Neunburg vorm Wald","null","","9","1"
"147","Demmelmeier","Hans","","Rechtsanwalt","1887-05-01","Angkofen (Pfaffenhofen a.d.Ilm)","1973-09-05","Pfaffenhofen a.d.Ilm","3","3"
"148","Dettenhöfer","Petra","","Bankkauffrau","1957-07-04","Schlammersdorf","null","","8","1"
"149","Dick","Alfred","","Staatsminister a.D.","1927-12-06","Passau","2005-03-07","Straubing","9","4"
"150","Diethei","Paul","","Dipl.-Verwaltungswirt (FH)","1925-06-26","Reimlingen","1997-09-25","Kempten","8","3"
"151","Dietl","Hans","","Schlosser, Gewerkschaftssekretär","1894-01-24","Bruck (Künzing)","1981-08-26","Landshut","3","3"
"152","Dietlein","Johann","","Lagerhalter und Landwirt","1903-08-26","Zeil a.Main","1986-01-18","Zeil a.Main","3","4"
"153","Dietrich","Anton","Dr.","Oberregierungsrat a.D.","1943-02-15","Lauingen/Donau","2004-04-22","Dillingen","5","1"
"154","Dietz","Ernst","","Studienrat a.D.","1943-05-27","Waldsassen","null","","3","3"
"155","Dinglreiter","Adolf","","Marketingleiter","1935-10-27","Hinding/Vilshofen","null","","9","1"
"156","Dittmar","Sabine","","Ärztin","1964-09-15","Schweinfurt","null","","7","1"
"157","Dittmeier","Josef","","BB-Obersekretär a.D.","1919-09-17","Morlesau","1990-03-04","Plattling","9","3"
"175","Döbler","Thomas","","Politologe, Erwachsenenbildner","1964-08-30","Weißenburg","null","","8","5"
"158","Dobmeier","Anton","","Ltd.Forstdirektor a.D.","1921-02-26","Seligenporten","2011-12-07","Hersbruck","8","1"
"159","Dodell","Renate","","ehemalige Realschullehrerin","1952-11-07","Seeshaupt","null","","18","1"
"160","Doeblin","Jürgen","Prof. Dr.","Dipl.Volkswirt; Professor für Betriebswirtschaftslehre /FH)","null","Wiesbaden","null","","8","3"
"176","Döhler","Karl","Dr.","Diplombiologe","1956-04-04","Hof/Saale","null","","8","5"
"161","Donhauser","Heinz","","Dipl.-Ingenieur (FH), Oberstudienrat a.D.","1951-06-22","Amberg-Raigering","null","","8","1"
"162","Donhauser","Toni","","Rektor","1921-03-13","Amberg","1990-12-22","Amberg","8","1"
"177","Dönhuber","Sebastian","","berufsmäßiger 1. Bürgermeister","1934-01-14","Neuötting","null","","7","1"
"163","Donsberger","Josef","","Steinmetz,Verbandsbeamter","1898-02-23","Höchstädt a.d.Donau","1963-03-20","Nürnberg","3","4"
"164","Dorow","Alex","","Journalist","null","München","null","","2","1"
"165","Dorsch","Walter","","Verwaltungsoberrat","1922-08-19","Fürth/Bayern","1989-08-01","Fürth/Bayern","5","2"
"166","Dotzauer","Josef","","Buchhalter","1900-09-04","Tuchorschitz, Sudetenland","1972-02-14","Diepoltskirchen (Falkenberg), Krs. Rottal-Inn","3","3"
"167","Dr.rer.nat. Zech","Gerhard","","Dipl.-Physiker","1937-06-19","Darmstadt","null","","8","3"
"168","Drachsler","Hans","","Journalist und Verlagsinhaber","1916-03-10","Plöß (Böhmerwald)","1996-10-18","München","8","1"
"169","Drechsel","Ewald","","Kaufmann,Geschäftsführer,Bürgermeister","1926-06-25","Arzberg/Ofr.","1990-06-02","Arzberg","8","2"
"170","Drechsel","Max","","Wirtschaftsredakteuer","1900-04-08","Hof","1960-11-06","Regensburg","3","3"
"171","Drexler","Ferdinand","","Bezirkssekretär der SPD","1912-10-18","Bruch,Krs.Brüx","1994-02-18","Nürnberg","3","3"
"172","Dumann","Manfred","","Verwaltungsangestellter","1936-07-28","Ingolstadt","null","","8","1"
"178","Dünkel","Norbert","","Geschäftsführer","1961-05-09","Bamberg","null","","8","1"
"173","Dupper","Jürgen","","Kaufmann","1961-01-22","Passau","null","","2","3"
"179","Dürbeck","Hermann","","Landwirt","1928-11-06","Ottelmannshausen","1982-06-11","Ottelmannshausen","19","1"
"180","Dürr","Sepp","Dr.","Biobauer","1953-12-26","München","null","","9","null"
"174","Duschl","Mathias","","1.Bürgermeister","1916-08-10","Olching","1991-08-29","Olching","3","3"
"181","Eberhard","Rudolf","Dr. h.c.","Staatsminister a.D., stv. Ministerpräsident a.D., Vorstandsvors. der Bayerischen Staatsbank","1914-11-01","Nürnberg","1998-12-26","München","3","3"
"182","Eberhardt","Karl","Dr. jur.","Rechtsanwalt; Richter","1887-04-19","Stettin","1973-03-07","Neustadt b.Coburg","3","3"
"183","Eberle","Rudolf","","Oberlehrer","1925-04-24","Komotau-Sporitz","1978-11-19","Dingolfing","3","3"
"184","Eck","Gerhard","","Staatssekretär","1960-01-24","Schweinfurt","null","","8","1"
"185","Eckhardt","Walter","Dr. jur.","Steuerberater","1906-03-23","Bad Homburg v.d.H.","1994-01-01","k.A.","3","3"
"186","Eckstein","Herbert","","Landesgeschäftsführer","1956-01-07","Wendelstein","null","","7","2"
"187","Eckstein","Kurt","","Landwirtschaftsmeister","1947-03-12","Hegnenberg bei Altdorf, Landkreis Nürnberger Land","null","","9","2"
"188","Eder","Hans","","Redakteur; Landwirt","1880-11-26","Cham","1966-09-17","Cham","3","3"
"189","Edle von Traitteur","Irmgard","","Hausfrau","1926-04-15","Nürnberg","null","","5","3"
"190","Egger","Alois","","Brauerei-Ingenieur, Landrat","1905-05-09","Amsham (Griesbach i. Rottal)","1974-09-14","Griesbach i. Rottal","3","3"
"191","Egleder","Udo Georg","","Lehrer a. D.","1951-07-02","Steinberg/Warth","null","","5","2"
"192","Ehard","Hans","Dr. jur.","Jurist, Minsterpräsident a.D.","1887-11-10","Bamberg","1980-10-18","München","3","3"
"193","Ehnes","Georg","","Landwirt","1920-09-27","Mittelstetten","1991-04-27","Mittelstetten","8","2"
"194","Eiber","Heinrich","","Landwirt","1915-06-07","Hocha","2005-03-20","Waldmünchen","3","3"
"195","Eichelbrönner","Gottfried","","Landwirt","1901-11-12","Dipbach (Bergtheim)","1986-10-29","Dipbach (Bergtheim)","3","3"
"196","Eichhorn","Ludwig","","Jugendpfleger","1921-08-28","Ansbach","1960-05-31","Nürnberg","7","null"
"197","Eiling-Hütig","Ute","Dr.","","1967-11-07","Dorsten/NRW","null","","20","1"
"198","Eisenmann","Hans","Dr.","Staatsminister a.D.","1923-04-15","Ampertshausen(Schweitenkirchen)","1987-08-31","München","8","1"
"199","Eisenreich","Georg","","Staatssekretär","1970-12-06","München","null","","8","1"
"200","Eismann","Peter","","Bautechniker","null","","null","","2","1"
"201","Elsen","Franz","Dr. h.c.","Staatsbankdirektor","1906-07-11","München","1980-02-23","k.A.","3","3"
"202","Elzer","Viktor","","Dipl.-Ingenieur","1887-12-22","Mistek/Krs. Mährisch-Ostrau,","1963-02-18","Berchtesgaden","3","3"
"203","Emmert","Heinrich","","Dipl.Kaufmann","null","k.A.","1974-02-16","Nürnberg","3","3"
"204","Endemann","Christian","","Former,Geschäftsführer des Deutschen Metallarbeiterverbandes in Amberg","1885-01-03","Fattigau,Bezirksamt Hof a.d.Saale","1950-05-30","Amberg","3","4"
"205","Engel","Albert","","Oberstudiendirektor","1891-11-05","Hauzenberg","1964-02-24","Kirchberg i.Wald","2","3"
"206","Engelhard","Rudolf","","Förster, Dipl.-Ing. (FH)","1950-03-10","Creußen/Bayreuth","null","","7","4"
"207","Engelhardt","Hans","","Bauer","1892-11-06","Schwabmünchen","1968-12-06","Schwabmünchen","4","3"
"208","Engelhardt","Karl Theodor","","Studiendirektor a.D.","1926-03-05","Würzburg","1988-08-03","Günzburg","10","1"
"209","Engelhardt","Walter","","Hauptlehrer a. D.","1939-02-15","Würzburg","null","","9","2"
"210","Englert","Rudolf","","Landrat a.D.","null","","1965-08-02","Lohr a.Main","3","3"
"211","Eppeneder","Josef","","Landwirt","1947-12-16","Falkenberg","null","","9","1"
"212","Erben","Reiner","","Politikwissenschaftler","1958-03-25","Bobingen","null","","21","3"
"213","Erhard","Martin","","Kreisvorsitzender","1918-03-01","Peiting/Obb","null","","8","3"
"214","Ernst","Johann","Dr. jur.","Rechtsanwalt","1905-01-29","Hirschkofen,Lkr.Straubing","1971-07-15","Straubing","3","3"
"215","Ernst","Xaver","","Landwirt","1902-10-03","Marzling","1998-04-10","Marzling","7","3"
"216","Erzum","Egon","Dr.","Beamter a.D.","1904-09-22","Prökuls/Memel","1974-10-14","Leutershausen/Mfr","3","3"
"217","Essl","Erwin","","Gewerkschaftsangestellter","1910-01-09","Gießen","2001-09-09","München","8","3"
"218","Ettengruber","Herbert","","Ltd. Rechtsdirektor a.D.","1941-07-19","München","null","","8","1"
"219","Etzel","Hermann","Dr.","Jurist; Handwerkskammerdirektor a.D.","1882-06-21","Eisenfelden (Winhöring)","1978-04-14","k.A.","3","3"
"220","Euerl","Alfred","","kaufm.Angestellter","1897-02-11","Nürnberg","1970-04-19","Nürnberg","3","5"
"221","Eykmann","Walter","Prof. Dr.","","1937-08-20","Sonsbeck/Kreis Moers","null","","8","1"
"222","Fackler","Wolfgang","","Steuer-Jurist, Oberregierungsrat a.D.","1975-04-07","München","null","","8","1"
"223","Fahn","Hans Jürgen","Dr.","Studiendirektor a.D.","1952-07-09","Aschaffenburg","null","","9","1"
"224","Fahrenschon","Georg","","","1968-02-08","München","null","","22","1"
"225","Falb","Anton","","Gewerkschaftssekretär","1905-10-02","Mühlberg, Egerland","1990-02-21","Amberg (Opf.)","3","1"
"226","Falk","Ernst","","Landwirt, Bürgermeister","1914-04-29","Unterickelsheim (Martinsheim)","1994-04-15","Unterickelsheim (Martinsheim)","7","3"
"227","Falk","Herbert","","Bürgermeister a.D.","1929-11-28","Hahnbach","1994-12-25","Hahnbach","7","3"
"228","Falter","Max","","Kaufmann","1937-09-30","Bad Aibling","2006-01-24","Kolbermoor","8","1"
"229","Faltermeier","Josef","","Landwirt","1882-12-13","Laberweinting","1956-02-02","Tiefenbrunn (Neumarkt i.d.Opf.)","7","4"
"230","Faltermeier","Rudolf","","Laborant","1926-02-12","Kelheim","2012-02-04","Kelheim","8","3"
"231","Faltlhauser","Kurt","Prof. Dr.","Staatsminister a.D.","1940-09-13","München","null","","8","1"
"232","Fehlner","Martina","","Diplom-Sozialpädagogin/Journalistin","1960-06-26","Aschaffenburg","null","","6","1"
"233","Feitenhansl","Karl","","Landwirtschaftl.Versuchstechniker","1922-08-31","Losau","2004-09-14","München","5","3"
"234","Felbinger","Günther","","Dipl. Sportlehrer","1962-05-17","Lohr am Main","null","","7","1"
"235","Fendt","Georg","","Maschinenschlosser","1926-05-19","Augsburg","2008-06-13","Friedberg","8","1"
"236","Feneberg","Josef","","Landwirt","1923-01-25","Heimenkirch","2011-10-12","Heimenkirch","9","3"
